,0
0,3.8102124
1,3.6317384
2,3.3795567
3,3.273791
4,3.3004162
5,3.2919276
6,3.3038797
7,3.2448287
8,3.249909
9,3.1278346
10,2.9681177
11,2.8375537
12,2.813657
13,2.8612752
14,2.9493375
15,2.953772
16,2.9536505
